"CELL_SEQ","UPLOAD_SEQ","ROW_IDX","COL_TYPE","COL_SEQ","CELL_VALUE","BG_COLOR"
867,3,6,CHIP,47,,#E8E8E8
868,3,6,CHIP,48,,#E8E8E8
869,3,6,CHIP,49,,#E8E8E8
870,3,7,SPEC,13,,
871,3,7,SPEC,14,"16GB",
872,3,7,SPEC,15,"1bnm 16Gb",
873,3,7,SPEC,16,K3KL5L50FM-BGCR,
874,3,7,SPEC,17,VH,
875,3,7,CHIP,50,VH,#0070C0
876,3,7,CHIP,39,,#E8E8E8
877,3,7,CHIP,40,,#E8E8E8
878,3,7,CHIP,41,,#E8E8E8
879,3,7,CHIP,42,,#E8E8E8
880,3,7,CHIP,43,,#E8E8E8
881,3,7,CHIP,44,,#E8E8E8
882,3,7,CHIP,45,,#E8E8E8
883,3,7,CHIP,46,,#E8E8E8
884,3,7,CHIP,47,,#E8E8E8
885,3,7,CHIP,48,,#E8E8E8
886,3,7,CHIP,49,,#E8E8E8
887,3,8,SPEC,13,,
888,3,8,SPEC,14,"24GB",
889,3,8,SPEC,15,"1bnm 16Gb",
890,3,8,SPEC,16,K3KLELE0FB-BGCR,
891,3,8,SPEC,17,VH,
892,3,8,CHIP,50,VH,#0070C0
893,3,8,CHIP,39,,#E8E8E8
894,3,8,CHIP,40,,#E8E8E8
895,3,8,CHIP,41,,#E8E8E8
896,3,8,CHIP,42,,#E8E8E8
897,3,8,CHIP,43,,#E8E8E8
898,3,8,CHIP,44,,#E8E8E8
899,3,8,CHIP,45,,#E8E8E8
900,3,8,CHIP,46,,#E8E8E8
901,3,8,CHIP,47,,#E8E8E8
902,3,8,CHIP,48,,#E8E8E8
903,3,8,CHIP,49,,#E8E8E8
904,3,9,SPEC,13,,
905,3,9,SPEC,14,"32GB",
906,3,9,SPEC,15,"1anm 16Gb",
907,3,9,SPEC,16,K3LN8N80AM-BGCR,
908,3,9,SPEC,17,VP,
909,3,9,CHIP,50,VP,#00B050
910,3,9,CHIP,39,,#E8E8E8
911,3,9,CHIP,40,,#E8E8E8
912,3,9,CHIP,41,,#E8E8E8
913,3,9,CHIP,42,,#E8E8E8
914,3,9,CHIP,43,,#E8E8E8
915,3,9,CHIP,44,,#E8E8E8
916,3,9,CHIP,45,,#E8E8E8
917,3,9,CHIP,46,,#E8E8E8
918,3,9,CHIP,47,,#E8E8E8
919,3,9,CHIP,48,,#E8E8E8
920,3,9,CHIP,49,,#E8E8E8
1121,5,0,RAWDATA,21,Qualcomm,
1122,5,0,RAWDATA,22,Premium,
1123,5,0,RAWDATA,23,SM8750,
1124,5,0,RAWDATA,24,Snapdragon 8 Elite,
1125,5,0,RAWDATA,25,K3KL5L50EB-BGCY,
1126,5,0,RAWDATA,26,"1bnm",
1127,5,0,RAWDATA,27,UFS 4.0,
1128,5,0,RAWDATA,28,"16GB",
1129,5,0,RAWDATA,29,TLC,
1130,5,0,RAWDATA,30,LP5X 496b,
1131,5,0,RAWDATA,31,"25/01/10",
1132,5,0,RAWDATA,32,JH,
1133,5,0,RAWDATA,33,Pass,
1134,5,0,RAWDATA,34,,
1135,5,0,RAWDATA,35,"25/01/20",
1136,5,0,RAWDATA,36,KR,
1137,5,0,RAWDATA,37,Pass,
1138,5,0,RAWDATA,38,,
1139,5,0,RAWDATA,39,,
1140,5,0,RAWDATA,40,,
1141,5,1,RAWDATA,21,Qualcomm,
1142,5,1,RAWDATA,22,Premium,
1143,5,1,RAWDATA,23,SM8650,
1144,5,1,RAWDATA,24,Snapdragon 8 Gen3,
1145,5,1,RAWDATA,25,K3KL4L40FA-BGCY,
1146,5,1,RAWDATA,26,"1bnm",
1147,5,1,RAWDATA,27,UFS 4.0,
1148,5,1,RAWDATA,28,"12GB",
1149,5,1,RAWDATA,29,TLC,
1150,5,1,RAWDATA,30,LP5X 496b,
1151,5,1,RAWDATA,31,"24/10/05",
1152,5,1,RAWDATA,32,JH,
1153,5,1,RAWDATA,33,Pass,
1154,5,1,RAWDATA,34,,
1155,5,1,RAWDATA,35,"24/10/15",
1156,5,1,RAWDATA,36,KR,
1157,5,1,RAWDATA,37,Pass,
1158,5,1,RAWDATA,38,,
1159,5,1,RAWDATA,39,"24/11/01",
1160,5,1,RAWDATA,40,JH,
1161,5,2,RAWDATA,21,Qualcomm,
1162,5,2,RAWDATA,22,Premium,
1163,5,2,RAWDATA,23,SM8550,
1164,5,2,RAWDATA,24,Snapdragon 8 Gen2,
1165,5,2,RAWDATA,25,K3KL3L30EM-BGCO,
1166,5,2,RAWDATA,26,"1bnm",
1167,5,2,RAWDATA,27,UFS 3.1,
1168,5,2,RAWDATA,28,"12GB",
1169,5,2,RAWDATA,29,TLC,
1170,5,2,RAWDATA,30,LP5X 272b,
1171,5,2,RAWDATA,31,"24/03/12",
1172,5,2,RAWDATA,32,KR,
1173,5,2,RAWDATA,33,Pass,
1174,5,2,RAWDATA,34,,
1175,5,2,RAWDATA,35,"24/03/22",
1176,5,2,RAWDATA,36,JH,
1177,5,2,RAWDATA,37,Pass,
1178,5,2,RAWDATA,38,,
1179,5,2,RAWDATA,39,,
1180,5,2,RAWDATA,40,,
1181,5,3,RAWDATA,21,Qualcomm,
1182,5,3,RAWDATA,22,Advanced,
1183,5,3,RAWDATA,23,SM8475,
1184,5,3,RAWDATA,24,Snapdragon 8+ Gen1,
1185,5,3,RAWDATA,25,PDBEREAGY0B1,
1186,5,3,RAWDATA,26,"1bnm",
1187,5,3,RAWDATA,27,UFS 3.1,
1188,5,3,RAWDATA,28,"16GB",
1189,5,3,RAWDATA,29,TLC,
1190,5,3,RAWDATA,30,LP6 1295b,
1191,5,3,RAWDATA,31,"23/11/08",
1192,5,3,RAWDATA,32,JH,
1193,5,3,RAWDATA,33,Pass,
1194,5,3,RAWDATA,34,,
1195,5,3,RAWDATA,35,"23/11/18",
1196,5,3,RAWDATA,36,KR,
1197,5,3,RAWDATA,37,Pass,
1198,5,3,RAWDATA,38,,
1199,5,3,RAWDATA,39,,
1200,5,3,RAWDATA,40,,
1201,5,4,RAWDATA,21,Qualcomm,
1202,5,4,RAWDATA,22,Advanced,
1203,5,4,RAWDATA,23,SM8635,
1204,5,4,RAWDATA,24,Snapdragon 7s Gen3,
1205,5,4,RAWDATA,25,K3KL5L50EB-BGCY,
1206,5,4,RAWDATA,26,"1bnm",
1207,5,4,RAWDATA,27,UFS 4.0,
1208,5,4,RAWDATA,28,"16GB",
1209,5,4,RAWDATA,29,TLC,
1210,5,4,RAWDATA,30,LP5X 496b,
1211,5,4,RAWDATA,31,"25/02/14",
1212,5,4,RAWDATA,32,KR,
1213,5,4,RAWDATA,33,In Progress,
1214,5,4,RAWDATA,34,Timing margin,
1215,5,4,RAWDATA,35,,
1216,5,4,RAWDATA,36,,
1217,5,4,RAWDATA,37,,
1218,5,4,RAWDATA,38,,
1219,5,4,RAWDATA,39,,
1220,5,4,RAWDATA,40,,
1221,5,5,RAWDATA,21,Qualcomm,
1222,5,5,RAWDATA,22,Premium,
1223,5,5,RAWDATA,23,SM8850,
1224,5,5,RAWDATA,24,Snapdragon 8 Gen4,
1225,5,5,RAWDATA,25,K3KLELE0EA-BGCY,
1226,5,5,RAWDATA,26,"1bnm",
1227,5,5,RAWDATA,27,UFS 4.0,
1228,5,5,RAWDATA,28,"24GB",
1229,5,5,RAWDATA,29,TLC,
1230,5,5,RAWDATA,30,LP5X 496b,
1231,5,5,RAWDATA,31,"25/03/05",
1232,5,5,RAWDATA,32,JH,
1233,5,5,RAWDATA,33,Pass,
1234,5,5,RAWDATA,34,,
1235,5,5,RAWDATA,35,"25/03/15",
1236,5,5,RAWDATA,36,KR,
1237,5,5,RAWDATA,37,Pass,
1238,5,5,RAWDATA,38,,
1239,5,5,RAWDATA,39,"25/04/01",
1240,5,5,RAWDATA,40,JH,
1241,5,6,RAWDATA,21,Qualcomm,
1242,5,6,RAWDATA,22,Premium,
1243,5,6,RAWDATA,23,SM8950,
1244,5,6,RAWDATA,24,Snapdragon 8 Gen5,
1245,5,6,RAWDATA,25,K3KL3L30FM-BGCR,
1246,5,6,RAWDATA,26,"1bnm",
1247,5,6,RAWDATA,27,UFS 4.1,
1248,5,6,RAWDATA,28,"12GB",
1249,5,6,RAWDATA,29,TLC,
1250,5,6,RAWDATA,30,LP7 272b,
1251,5,6,RAWDATA,31,"25/04/03",
1252,5,6,RAWDATA,32,KR,
1253,5,6,RAWDATA,33,In Progress,
1254,5,6,RAWDATA,34,Check part no.,
1255,5,6,RAWDATA,35,,
1256,5,6,RAWDATA,36,,
1257,5,6,RAWDATA,37,,
1258,5,6,RAWDATA,38,,
1259,5,6,RAWDATA,39,,
1260,5,6,RAWDATA,40,,
1261,5,7,RAWDATA,21,Qualcomm,
1262,5,7,RAWDATA,22,Advanced,
1263,5,7,RAWDATA,23,SM8735,
1264,5,7,RAWDATA,24,Snapdragon 8s Gen3,
1265,5,7,RAWDATA,25,K3KK3K30CM-BGCR,
1266,5,7,RAWDATA,26,"1bnm",
1267,5,7,RAWDATA,27,UFS 4.0,
1268,5,7,RAWDATA,28,"8GB",
1269,5,7,RAWDATA,29,TLC,
1270,5,7,RAWDATA,30,LP8X 496b,
1271,5,7,RAWDATA,31,"25/03/20",
1272,5,7,RAWDATA,32,JH,
1273,5,7,RAWDATA,33,Fail,
1274,5,7,RAWDATA,34,Voltage drop,
1275,5,7,RAWDATA,35,,
1276,5,7,RAWDATA,36,,
1277,5,7,RAWDATA,37,,
1278,5,7,RAWDATA,38,,
1279,5,7,RAWDATA,39,,
1280,5,7,RAWDATA,40,,
1281,5,8,RAWDATA,21,Qualcomm,
1282,5,8,RAWDATA,22,Premium,
1283,5,8,RAWDATA,23,SM8975,
1284,5,8,RAWDATA,24,Snapdragon 8 Elite+,
1285,5,8,RAWDATA,25,K3KL5L50FM-BGCR,
1286,5,8,RAWDATA,26,"1bnm",
1287,5,8,RAWDATA,27,UFS 4.1,
1288,5,8,RAWDATA,28,"16GB",
1289,5,8,RAWDATA,29,TLC,
1290,5,8,RAWDATA,30,LP8X 496b,
1291,5,8,RAWDATA,31,"25/04/10",
1292,5,8,RAWDATA,32,KR,
1293,5,8,RAWDATA,33,Pass,
1294,5,8,RAWDATA,34,,
1295,5,8,RAWDATA,35,"25/04/18",
1296,5,8,RAWDATA,36,JH,
1297,5,8,RAWDATA,37,Pass,
1298,5,8,RAWDATA,38,,
1299,5,8,RAWDATA,39,,
1300,5,8,RAWDATA,40,,
1301,5,9,RAWDATA,21,Qualcomm,
1302,5,9,RAWDATA,22,Premium,
1303,5,9,RAWDATA,23,SM8845,
1304,5,9,RAWDATA,24,Snapdragon 8s Gen4,
1305,5,9,RAWDATA,25,K3KLELE0FB-BGCR,
1306,5,9,RAWDATA,26,"1anm",
231,1,10,CHIP,5,,#E8E8E8
232,1,10,CHIP,6,,#E8E8E8
233,1,10,CHIP,7,,#E8E8E8
234,1,10,CHIP,8,,#E8E8E8
235,1,10,CHIP,9,,#E8E8E8
236,1,10,CHIP,10,,#E8E8E8
237,1,10,CHIP,11,,#E8E8E8
238,1,10,CHIP,12,,#E8E8E8
239,1,10,CHIP,13,,#E8E8E8
240,1,10,CHIP,14,,#E8E8E8
241,1,10,CHIP,15,,#E8E8E8
242,1,10,CHIP,16,,#E8E8E8
243,1,11,SPEC,1,SODIMM,
244,1,11,SPEC,2,"1B P-DIE",
245,1,11,SPEC,3,WC,
246,1,11,SPEC,4,"32GB",
247,1,11,SPEC,5,"2RX8",
248,1,11,SPEC,6,"5600",
249,1,11,CHIP,1,"09 '23",#00B050
250,1,11,CHIP,2,"11 '23",#00B050
251,1,11,CHIP,3,,#E8E8E8
252,1,11,CHIP,4,,#E8E8E8
253,1,11,CHIP,5,,#E8E8E8
254,1,11,CHIP,6,,#E8E8E8
255,1,11,CHIP,7,,#E8E8E8
256,1,11,CHIP,8,,#E8E8E8
257,1,11,CHIP,9,,#E8E8E8
258,1,11,CHIP,10,,#E8E8E8
259,1,11,CHIP,11,,#E8E8E8
260,1,11,CHIP,12,,#E8E8E8
261,1,11,CHIP,13,,#E8E8E8
262,1,11,CHIP,14,,#E8E8E8
263,1,11,CHIP,15,,#E8E8E8
264,1,11,CHIP,16,,#E8E8E8
265,1,12,SPEC,1,CUDIMM,
266,1,12,SPEC,2,"2A P-DIE",
267,1,12,SPEC,3,WC,
268,1,12,SPEC,4,"32GB",
269,1,12,SPEC,5,"1RX8",
270,1,12,SPEC,6,"6400",
271,1,12,CHIP,1,,#E8E8E8
272,1,12,CHIP,2,"03 '24",#0070C0
273,1,12,CHIP,3,"05 '25",#FF6600
274,1,12,CHIP,4,"05 '25",#FF6600
275,1,12,CHIP,5,,#E8E8E8
276,1,12,CHIP,6,,#E8E8E8
277,1,12,CHIP,7,,#E8E8E8
278,1,12,CHIP,8,,#E8E8E8
279,1,12,CHIP,9,,#E8E8E8
280,1,12,CHIP,10,,#E8E8E8
281,1,12,CHIP,11,,#E8E8E8
282,1,12,CHIP,12,,#E8E8E8
283,1,12,CHIP,13,,#E8E8E8
284,1,12,CHIP,14,,#E8E8E8
285,1,12,CHIP,15,,#E8E8E8
286,1,12,CHIP,16,,#E8E8E8
287,1,13,SPEC,1,MRDIMM,
288,1,13,SPEC,2,"3A P-DIE",
289,1,13,SPEC,3,ES,
290,1,13,SPEC,4,"128GB",
291,1,13,SPEC,5,"2RX4",
292,1,13,SPEC,6,"8000",
293,1,13,CHIP,1,,#E8E8E8
294,1,13,CHIP,2,,#E8E8E8
295,1,13,CHIP,3,,#E8E8E8
296,1,13,CHIP,4,,#E8E8E8
297,1,13,CHIP,5,,#E8E8E8
298,1,13,CHIP,6,,#E8E8E8
299,1,13,CHIP,7,,#E8E8E8
300,1,13,CHIP,8,"07 '26",#7030A0
301,1,13,CHIP,9,"08 '26",#7030A0
302,1,13,CHIP,10,,#E8E8E8
303,1,13,CHIP,11,,#E8E8E8
304,1,13,CHIP,12,,#E8E8E8
305,1,13,CHIP,13,,#E8E8E8
306,1,13,CHIP,14,,#E8E8E8
307,1,13,CHIP,15,,#E8E8E8
308,1,13,CHIP,16,"07 '26",#7030A0
309,1,14,SPEC,1,MRDIMM,
310,1,14,SPEC,2,"4A P-DIE",
311,1,14,SPEC,3,ES,
312,1,14,SPEC,4,"256GB",
313,1,14,SPEC,5,"4RX4",
314,1,14,SPEC,6,"8800",
315,1,14,CHIP,1,,#E8E8E8
316,1,14,CHIP,2,,#E8E8E8
317,1,14,CHIP,3,,#E8E8E8
318,1,14,CHIP,4,,#E8E8E8
319,1,14,CHIP,5,,#E8E8E8
320,1,14,CHIP,6,,#E8E8E8
321,1,14,CHIP,7,,#E8E8E8
322,1,14,CHIP,8,,#E8E8E8
323,1,14,CHIP,9,,#E8E8E8
324,1,14,CHIP,10,"10 '27",#FF0000
325,1,14,CHIP,11,"11 '27",#FF0000
326,1,14,CHIP,12,,#E8E8E8
327,1,14,CHIP,13,,#E8E8E8
328,1,14,CHIP,14,,#E8E8E8
329,1,14,CHIP,15,,#E8E8E8
330,1,14,CHIP,16,,#E8E8E8
331,2,0,SPEC,7,RDIMM,
332,2,0,SPEC,8,"1A P-DIE",
333,2,0,SPEC,9,WC,
334,2,0,SPEC,10,"16GB",
335,2,0,SPEC,11,"2RX4",
336,2,0,SPEC,12,"5600",
337,2,0,CHIP,17,"10 '23",#00B050
338,2,0,CHIP,18,"12 '23",#00B050
339,2,0,CHIP,19,,#0A0A14
340,2,0,CHIP,20,,#0A0A14
341,2,0,CHIP,21,,#0A0A14
342,2,0,CHIP,22,,#0A0A14
343,2,0,CHIP,23,,#0A0A14
344,2,0,CHIP,24,"11 '23",#00B050
345,2,0,CHIP,25,"01 '24",#0070C0
346,2,0,CHIP,26,,#0A0A14
347,2,0,CHIP,27,,#0A0A14
348,2,0,CHIP,28,,#0A0A14
349,2,0,CHIP,29,"03 '24",#0070C0
350,2,0,CHIP,30,,#0A0A14
351,2,0,CHIP,31,,#0A0A14
352,2,0,CHIP,32,,#0A0A14
353,2,0,CHIP,33,,#0A0A14
354,2,0,CHIP,34,,#0A0A14
355,2,0,CHIP,35,,#0A0A14
356,2,0,CHIP,36,,#0A0A14
357,2,0,CHIP,37,,#0A0A14
358,2,0,CHIP,38,,#0A0A14
359,2,1,SPEC,7,RDIMM,
360,2,1,SPEC,8,"1A P-DIE",
361,2,1,SPEC,9,WC,
362,2,1,SPEC,10,"32GB",
363,2,1,SPEC,11,"2RX4",
364,2,1,SPEC,12,"5600",
365,2,1,CHIP,17,"10 '23",#00B050
366,2,1,CHIP,18,"12 '23",#00B050
367,2,1,CHIP,19,,#0A0A14
368,2,1,CHIP,20,,#0A0A14
369,2,1,CHIP,21,,#0A0A14
370,2,1,CHIP,22,,#0A0A14
371,2,1,CHIP,23,,#0A0A14
372,2,1,CHIP,24,"11 '23",#00B050
373,2,1,CHIP,25,"01 '24",#0070C0
374,2,1,CHIP,26,,#0A0A14
375,2,1,CHIP,27,,#0A0A14
376,2,1,CHIP,28,,#0A0A14
377,2,1,CHIP,29,"03 '24",#0070C0
378,2,1,CHIP,30,,#0A0A14
379,2,1,CHIP,31,,#0A0A14
380,2,1,CHIP,32,,#0A0A14
381,2,1,CHIP,33,,#0A0A14
382,2,1,CHIP,34,,#0A0A14
383,2,1,CHIP,35,,#0A0A14
384,2,1,CHIP,36,,#0A0A14
385,2,1,CHIP,37,,#0A0A14
386,2,1,CHIP,38,,#0A0A14
387,2,2,SPEC,7,RDIMM,
388,2,2,SPEC,8,"1B P-DIE",
389,2,2,SPEC,9,WC,
390,2,2,SPEC,10,"32GB",
391,2,2,SPEC,11,"1RX4",
392,2,2,SPEC,12,"6400",
393,2,2,CHIP,17,,#0A0A14
394,2,2,CHIP,18,"02 '24",#0070C0
395,2,2,CHIP,19,"03 '25",#FF6600
396,2,2,CHIP,20,"03 '25",#FF6600
397,2,2,CHIP,21,,#0A0A14
398,2,2,CHIP,22,,#0A0A14
399,2,2,CHIP,23,,#0A0A14
400,2,2,CHIP,24,,#0A0A14
401,2,2,CHIP,25,"04 '24",#0070C0
402,2,2,CHIP,26,"04 '24",#0070C0
403,2,2,CHIP,27,,#0A0A14
404,2,2,CHIP,28,,#0A0A14
405,2,2,CHIP,29,,#0A0A14
406,2,2,CHIP,30,,#0A0A14
407,2,2,CHIP,31,,#0A0A14
408,2,2,CHIP,32,"05 '24",#0070C0
409,2,2,CHIP,33,,#0A0A14
410,2,2,CHIP,34,,#0A0A14
411,2,2,CHIP,35,,#0A0A14
412,2,2,CHIP,36,,#0A0A14
413,2,2,CHIP,37,,#0A0A14
414,2,2,CHIP,38,,#0A0A14
415,2,3,SPEC,7,RDIMM,
416,2,3,SPEC,8,"2A P-DIE",
417,2,3,SPEC,9,WC,
418,2,3,SPEC,10,"64GB",
419,2,3,SPEC,11,"2RX4",
420,2,3,SPEC,12,"6400",
421,2,3,CHIP,17,,#0A0A14
422,2,3,CHIP,18,"06 '24",#0070C0
423,2,3,CHIP,19,"06 '25",#FF6600
424,2,3,CHIP,20,"06 '25",#FF6600
425,2,3,CHIP,21,"07 '25",#FF6600
426,2,3,CHIP,22,,#0A0A14
427,2,3,CHIP,23,,#0A0A14
428,2,3,CHIP,24,,#0A0A14
429,2,3,CHIP,25,"07 '24",#0070C0
430,2,3,CHIP,26,"07 '24",#0070C0
431,2,3,CHIP,27,"07 '24",#0070C0
432,2,3,CHIP,28,,#0A0A14
433,2,3,CHIP,29,,#0A0A14
434,2,3,CHIP,30,,#0A0A14
435,2,3,CHIP,31,,#0A0A14
436,2,3,CHIP,32,"07 '24",#0070C0
437,2,3,CHIP,33,"09 '26",#7030A0
438,2,3,CHIP,34,,#0A0A14
439,2,3,CHIP,35,,#0A0A14
440,2,3,CHIP,36,,#0A0A14
441,2,3,CHIP,37,,#0A0A14
442,2,3,CHIP,38,,#0A0A14
443,2,4,SPEC,7,RDIMM,
444,2,4,SPEC,8,"2A P-DIE",
445,2,4,SPEC,9,WC,
446,2,4,SPEC,10,"128GB",
447,2,4,SPEC,11,"2RX8",
448,2,4,SPEC,12,"6400",
449,2,4,CHIP,17,,#0A0A14
450,2,4,CHIP,18,,#0A0A14
451,2,4,CHIP,19,"08 '25",#FF6600
452,2,4,CHIP,20,"08 '25",#FF6600
453,2,4,CHIP,21,"08 '25",#FF6600
454,2,4,CHIP,22,,#0A0A14
455,2,4,CHIP,23,,#0A0A14
456,2,4,CHIP,24,,#0A0A14
1307,5,9,RAWDATA,27,UFS 4.1,
1308,5,9,RAWDATA,28,"24GB",
1309,5,9,RAWDATA,29,TLC,
1310,5,9,RAWDATA,30,LP8X 496b,
1311,5,9,RAWDATA,31,"25/04/15",
1312,5,9,RAWDATA,32,JH,
1313,5,9,RAWDATA,33,In Progress,
1314,5,9,RAWDATA,34,,
1315,5,9,RAWDATA,35,,
1316,5,9,RAWDATA,36,,
1317,5,9,RAWDATA,37,,
1318,5,9,RAWDATA,38,,
1319,5,9,RAWDATA,39,,
1320,5,9,RAWDATA,40,,
